root	kanji	gloss
mev	鸥	{Ｏ}【鳥】カモメ（鴎）（科）
miaŭ	咪	(基本形gloss無)
monopol	垄	独占的な;専売の
motiv	由	［他］（物事が）動機付ける,理由付ける
mustard	芥	［他］【料】マスタードをきかせる
negativ	否	{Ｏ}消極的な;否定的な;【電】陰の;【理】負の,Ｓ極の;【数】負の;>>pasiva,><pozitiva
norm	范	基準の,標準の,規格の;規格に準処した
nuanc	微	［他］色合いをつける,微妙な変化をつける
kern	核	核の;《転》核心的な,肝要な
nukle	核	核の;有核の;【理】原子核の
panic	粟	《Ｎ》【植】キビ（黍）（属）,>>mileo
panik	慌	［他］おびえさせる,動転させる,恐慌を引き起こす
paradoks	悖	逆説の,逆説的な
paralel	并	【数】平行の;並列の,平行する;【電】並列の;【情】パラレルの,>>seria
parentez	括	かっこで囲んで;余談ながら
pasiv	被	{Ｏ}受身の,消極的な;【Ｇ】受動の
pelv	盆	{Ｏ}たらい,洗面器,水盤;【解】骨盤
pension	宿	{Ｏ}下宿屋,寮,寄宿舎
piknik	野餐	［自］野外で食事する
pilol	丸	{Ｏ}【薬】錠剤,丸薬;《般》（避妊用の）ピル
podi	台	演壇の,ステージの
teras	台	段々に,階段状に
peron	台	{Ｂ}【建】（玄関前などの）外階段
sufiks	缀	接尾辞の
prefiks	缀	{Ｏ}【Ｇ】接頭辞,>>sufikso
tradici	统	伝統の,伝統的な;口承の
prezident	统	［自］大統領を務める
provizor	暂	{Ｏ}仮の,臨時の,一時的な,暫定的な
purpur	紫	紫色の,赤紫色の,>>viola,>>skarlata
stab	参	{Ｏ}【軍】参謀部;（団体の）幹部,首脳部,スタッフ（集団）
referenc	参	参照用の,参考のための;基準となる
refut	驳	{Ｏ}［他］論破する,反駁（はんぱく）する,反論する
respektiv	各	{Ｏ}それぞれの,各自の
rub	废	がれきの,がらくたの
ruin	废	廃墟の,荒廃した
kolumn	栏	{Ｂ}【印】（縦の）欄;（新聞の）コラム;（縦の）列;【遊】（チェス盤などの）縦列,=vertikalo;【数】（数の）桁（
rubrik	栏	{Ｏ}（新聞・雑誌の）欄;（書籍の）見出し,標題;【キ】ルブリカ（典礼書中に朱書きされた執行規定）
ŝak	棋	(基本形gloss無)
ŝampu	沐	(基本形gloss無)
ŝark	鲨	(基本形gloss無)
diet	节	【医】食餌療法の
silab	节	［他］【声】音節に分けて発音する;音節に区切る
artik	节	［他］関節でつなぐ;【声】分節する
strof	节	{Ｏ}【文】（詩の）節,連
skandal	丑	スキャンダルの;破廉恥な,けしからぬ,>>hontinda
ŝok	震	(基本形gloss無)
stabil	稳	{Ｏ}安定した,永続する;【理】安定な,>>metastabila,>>nestabila,>>labila
statistik	计	統計の,統計的な;統計学上の
termometr	计	(基本形gloss無)
ŝtorm	暴	(基本形gloss無)
superstiĉ	迷	(基本形gloss無)
mat	席	［自］【遊】（チェス・将棋で）詰む
matematik	数学	数学の,数学的な
melon	瓜	{Ｂ}【果】メロン;【植】メロン（種）
kukum	瓜	{Ｂ}【植】キュウリ（種）;キュウリの果実
kukurb	瓜	{Ｂ}【植】カボチャ（属）
miel	蜜	蜂蜜の,蜂蜜入りの;蜜のように甘い;《転》甘ったるい
minimum	最小	最小の,最少の,最低の
monument	碑	記念碑の;《転》記念碑的な,壮大な,不朽の
musk	苔	苔（こけ）むした,苔の生えた
ignor	忽	{Ｂ}［他］（意図的に）無視する,見ないふりをする,知らないふりをする,>>neglekti
neglekt	忽	{Ｂ}［他］（不注意などから）なおざりにする,おろそかにする,軽視する,怠る,>>malzorgi,>>ignori
obstakl	碍	［自］障害となる
ocean	洋	{Ｂ}【地理】大洋,大海,海洋
ortografi	拼	(基本形gloss無)
palp	摸	手探りで
palpebr	目皮	{Ｂ}まぶた;【解】眼瞼（がんけん）;《転》目
palt	大衣	{Ｂ}【服】オーバー,外套（がいとう）,防寒コート,>>surtuto
pane	瘫	［自］【機】（故障して）停止する;【海】（縮帆して）停船する;【情】クラッシュする
pantofl	拖鞋	{Ｂ}スリッパ,室内ばき,>>babus^o
pap	教皇	教皇の,法王の
papag	鹦	オウム返しに,訳も分からずに,口まねで
papili	蝶	チョウの;《転》移り気な,浮気な
pensi	养老	［他］年金を支給する
pere	亡	{Ｂ}［自］（災害などで）死ぬ;滅びる,消える,滅亡する
perl	珠	真珠の,真珠のような,真珠色の
persik	桃	{Ｂ}【果】モモ（桃）
pian	琴	{Ｂ}【楽】ピアノ
pionir	拓	先駆的な,草分け的な
pipr	椒	［他］こしょうをきかせる
plast	塑	プラスチックの;可塑性のある
plastik	塑	造形の,造形美の,形の美しい
popular	众	{Ｂ}人気のある,ポピュラーな;大衆的な,通俗的な,平易な
portret	肖	［他］肖像を描く
princ	侯	君主の;君主にふさわしい
princip	则	原則的な
profesor	授	{Ｂ}（大学・高等教育機関の）教授（人）
projekt	案	［他］計画する,企画する,立案する
proverb	谚	ことわざの,ことわざ風の;よく知られた,周知の
rafan	萝卜	{Ｂ}【植】ダイコン（大根）（種）;【植】ダイコン（属）
ran	蛙	{Ｂ}【動】トノサマガエル（殿様蛙）（属）;《般》カエル（蛙）（総称）
reĝim	制	(基本形gloss無)
relativ	相	{Ｂ}相対的な,比較的な,ある程度の
ren	肾	腎臓の
revizi	审	{Ｂ}［他］検査する;再検討する,見直す,修正する;【印】校正する,校訂する,校閲する;【法】再審する;【機】保守点検する;
rigid	硬	{Ｂ}硬直した,こわばった;融通のきかない,堅苦しい
rim	韵	［他］押韻する
sag	矢	［自］矢のように飛ぶ
salik	柳	{Ｂ}【植】ヤナギ（柳）（属）
ŝaŭm	沫	(基本形gloss無)
sekur	安	{Ｂ}安全な,安心できる,危険のない,><dang^era;（攻撃や災害に対して）確固とした,安定した
sindikat	盟	組合の
ŝink	火腿	(基本形gloss無)
suĉ	吸	(基本形gloss無)
sorb	吸	{Ｂ}［他］（液状のものを）すする,吸う,飲む,吸い込む;吸い取る,吸収する;《転》（思想などを）吸収する
specimen	样	［他］見本を作る;【統】標本抽出する
spik	穗	{Ｂ}【植】穂（ほ）;【植】穂状花序（すいじょうかじょ）
spur	迹	［他］足跡をたどる;【情】トレースする
stan	锡	スズの,スズ製の
sulk	沟	［他］（ひたいなどに）しわをよせる;さざなみを立てる
tendenc	趋	傾向をおびた,かたよった,偏向的な,>>partieca
teritori	领	領土の,領地の,管区の
testud	龟	（亀のように）のろのろと
tig	茎	{Ｂ}【植】茎（くき）;（ピストンなどの）棒,軸;（グラスの）あし
tigr	虎	{Ｂ}【動】トラ（虎）
juk	痒	{Ｂ}［他］かゆがらせる;《転》むずむずさせる;［自］かゆい
tikl	痒	くすぐったい,むずむずさせる;《転》厄介な,扱いにくい,微妙な
tomat	茄	トマトの
trejn	训	訓練の,練習の;養成の
tuber	隆	こぶの,こぶのある
tumult	闹	大騒動の,騒然とした,騒がしい
tun	吨	{Ｂ}【単】トン（1t=1000kg）
tunel	隧	［他］トンネルをつける
uniform	制服	制服の,そろいの
vag	荡	放浪の,漂泊の
venĝ	仇	(基本形gloss無)
vet	赌	賭をして;競争で
viktim	牺	{Ｂ}【宗】いけにえ,>>oferaj^o;《転》犠牲,犠牲者,被害者
vip	鞭	［他］むち打つ;《転》激しく非難する
virg	贞	{Ｂ}純潔な,童貞の,処女の;《転》人手に触れたことのない,未開発の;《転》無垢の
volumen	积	体積の;かさの高い,かさばる
vom	吐	{Ｂ}［他］吐く,嘔吐（おうと）する
kraĉ	吐	(基本形gloss無)
zink	锌	亜鉛の
zum	嗡	{Ｂ}［自］（虫などが）ブンブンいう,（低い振動音で）うなる;［他］【楽】ハミングする
abrikot	杏	アンズの
abstin	戒	節制した,禁欲している;精進の
agit	搅	{Ｂ}［他］（激しく）揺り動かす,動揺させる,かきたてる;扇動する,あおり立てる;【化】かき回す,撹拌する
akn	痘	{Ｂ}にきび,吹き出物（ふきでもの）
akrid	蝗	{Ｂ}（一般に）バッタ（蝗虫）;【虫】ショウリョウバッタ（属）,>>lokusto,>>saltulo,>>rizakrid
aks	轴	{Ｂ}軸,軸線;【植】軸;【数】軸;【天】自転軸;【理】光軸;【政】枢軸;《転》中軸
ale	林	{Ｂ}並木道;（庭園・公園の）小道,遊歩道
alg	藻	{Ｂ}海藻,も（藻）
alumini	铝	{Ｂ}【化】アルミニウム
ampol	泡	{Ｂ}【薬】アンプル;電球
anser	鹅	{Ｂ}【鳥】ガチョウ（鵞鳥）;《転》まぬけ者
apertur	孔	{Ｂ}開口部,口,穴;出入り口;【理】口径
vejn	脉	［他］木目模様をつける,石目模様をつける
arteri	脉	{Ｂ}【解】動脈;《転》（交通の）動脈
avantaĝ	优	(基本形gloss無)
aven	燕麦	{Ｂ}【植】カラスムギ（烏麦）（属）;【植】エンバク（燕麦）,オートムギ
fung	菌	{Ｂ}【植】キノコ
bakteri	菌	{Ｂ}【生】バクテリア,細菌
bacil	菌	{Ｂ}【生】バチルス,桿菌（かんきん）
bark	舶	{Ｂ}小型船,小型帆船（s^ipoより小さく、boatoより大きい）;【海】バーク船
pendol	摆	振り子の
bask	摆	{Ｂ}【服】（衣服の）すそ,たれ
bet	甜菜	{Ｂ}【植】ビート,テンサイ（甜菜）,サトウダイコン（砂糖大根）
bifstek	牛排	{Ｂ}【料】ビーフステーキ,>>sanga,>>mezrostita,>>trarostita
blasfem	辱	{Ｂ}［自］【宗】不敬なことを言う,冒涜的な言葉を吐く;［他］ののしる
bovl	碗	{Ｂ}【料】深皿,碗（わん）,丼（どんぶり）,ボウル,>>tasego
brid	勒	［他］（馬に）馬勒（ばろく）をつける;《転》手綱を締める,抑制する
brokant	贩	中古で（売買）
brut	畜	家畜の;《転》畜生のような
buĉ	屠	(基本形gloss無)
centimetr	厘	(基本形gloss無)
ĉerk	棺	(基本形gloss無)
cikad	蝉	{Ｂ}【虫】セミ（蝉）
cikatr	疤	{Ｂ}傷跡（きずあと）
cinam	桂	{Ｂ}【料】桂皮,シナモン
cir	膏	［他］靴墨で磨く
daktil	枣	{Ｂ}【果】ナツメヤシ;【文】長短短格,強弱弱格
dand	俏	おしゃれな,めかしこんだ,ダンディーな
rivel	揭	{Ｂ}［他］（秘密などを）あかす,暴露する;【写】現像する
denunc	揭	{Ｂ}［他］告発する;密告する
dorlot	宠	{Ｂ}［他］甘やかす;大事にする
dot	嫁妆	持参金の
dres	驯	{Ｂ}［他］（動物を）調教する,訓練する,仕込む
ekvator	赤	{Ｂ}【地理】赤道
ekzekut	执	{Ｂ}［他］死刑を執行する,処刑する
epidemi	疫	【病】流行性の;流行病の;《転》伝染性の,流行性の
fuĝ	逃	(基本形gloss無)
eskap	逃	{Ｂ}［自］（〜 el）逃げる,脱する;《転》逃避する;［他］のがれる,まぬがれる
vant	虚	{Ｂ}空虚な,むなしい,はかない,つまらない;虚栄の,うぬぼれの強い
fikci	虚	架空の,虚構の;見せかけの,偽りの;【文】フィクションの
flik	补	{Ｂ}［他］つぎを当てる;《転》取り繕う;【情】パッチを当てる
kompens	补	補償の,賠償の
komplement	补	補足的な,補完する;【Ｇ】補語の
suplement	补	補足の,追加の
flustr	悄	ささやき声の,
ĝemel	双胎	(基本形gloss無)
glav	剑	{Ｂ}刀,剣;《転》剣（武力・暴力・権威の象徴）
gram	克	{Ｂ}【単】グラム（g）
gramatik	语法	文法上の
grandioz	宏	{Ｂ}雄大な,堂々たる,荘厳な
grat	抓	{Ｂ}［他］ひっかく,かき削る;かく,>>skrapi
graved	孕	{Ｂ}妊娠した;《転》はらんだ
gru	鹤	{Ｂ}【鳥】ツル
grumbl	怨	{Ｂ}［自］ぼやく,ぶつぶつ不平を言う,愚痴をこぼす
helikopter	直升机	{Ｂ}【空】ヘリコプター,>>au^togiro
hepat	肝	肝臓の
gvardi	卫	{Ｂ}【軍】親衛隊,近衛連隊
higien	卫	衛生上の;衛生的な,健康によい
himn	颂	{Ｂ}【宗】賛美歌;賛歌
human	仁	{Ｂ}人間的な,人情味のある,人道的な
implik	缠	込み入った,複雑な
imun	免	{Ｂ}【医】免疫の;【法】免除の;【機】耐性のある
incit	惹	{Ｂ}［他］（刺激して）怒らせる,いらだたせる;極度に興奮させる
indign	愤	憤慨した
individu	个	個人の,個人的な;個々の,個別的な
indulg	饶	寛大な
infekt	染	感染の,感染性の
tinktur	染	［他］染める,染色する
infer	狱	地獄の,地獄のような,すさまじい
insign	徽	{Ｂ}記章,バッジ;（〜oj）（都市・家などの）紋章
inspir	启	{Ｂ}［他］（思想・感情を）吹き込む,鼓吹する,抱かせる;霊感を与える
inund	淹	{Ｂ}［他］氾濫する,水浸しにする;《転》あふれる
izol	隔	=izolita（孤立した）
jubile	庆典	記念祭の
kaban	庐	{Ｂ}小屋,掘立て小屋,あばら屋
kaĉ	粥	(基本形gloss無)
kaduk	朽	{Ｂ}老朽の,荒廃した;老衰した,老いぼれた;消えていく,はかない;【法】（期限切れで）無効の,失効した
kaĝ	笼	(基本形gloss無)
kalumni	谤	{Ｂ}［他］中傷する,誹謗（ひぼう）する,名誉を毀損（きそん）する
kanal	渠	{Ｂ}運河,堀,水路;【海】水道;【通】チャンネル;【解】管;《転》伝達手段,経路
kandidat	候	［自］立候補する（運動する）,志願する
kaŝtan	栗	(基本形gloss無)
kirurg	外科	{Ｂ}外科医
kirurgi	外科	{Ｂ}【医】外科学,外科
klimat	气候	{Ｂ}気候;風土
flat	媚	お世辞の,さわりのよい
koket	媚	{Ｂ}こびるような,なまめかしい,色っぽい
kolizi	撞	{Ｂ}［自］衝突する,ぶつかる
kolomb	鸽	{Ｂ}【鳥】ハト（鳩）（ハト科の鳥の総称）
konstituci	宪	憲法の;立憲的な
konsum	耗	{Ｂ}［他］（少しずつ）消費する,消耗する;食べ尽くす,（炎が）焼き尽くす;やつれさせる
koridor	廊	{Ｂ}廊下,通廊,回廊;【政】回廊地帯;【車】（道路の）車線
korv	鸦	{Ｂ}【鳥】カラス（属）（鴉、烏）,>>korako,>>korniko,>>monedo
kornik	鸦	{Ｂ}【鳥】ハシボソガラス
krani	颅	頭蓋の
kredit	贷	(基本形gloss無)
kristal	晶	結晶の,結晶した;水晶のような,透きとおった;水晶でできた,クリスタルガラス製の
krokodil	鳄	［自］【Ｅ】（Esp.で話すべき場面で）自国語で話す
kupon	券	{Ｂ}クーポン（券）,切符の半券;【経】利札（りさつ）
lili	百合	{Ｂ}【植】ユリ（属）（百合）
lot	签	くじで,くじ引きで,抽選で
lukt	搏	{Ｂ}［自］格闘する;【運】レスリングをする;《転》闘う
maiz	玉米	{Ｂ}【植】トウモロコシ（種）;トウモロコシの実
malic	恶	{Ｂ}悪意の,意地悪な,邪悪な,腹黒い
palat	口顶	口蓋の
palm	棕	{Ｂ}【植】ヤシ（椰子）,シュロ（棕櫚）（ヤシ科の植物の総称）
fajenc	陶土	{Ｂ}陶土;=fajencaj^o
falĉ	收割	(基本形gloss無)
fasad	正面	{Ｂ}【建】（建物の）正面,ファサード;【情】ユーザーインターフェース,>>interfaco
fast	斋	{Ｂ}［他］【宗】断食する;絶食する
fe	妖精	妖精の;《転》夢のように美しい
feĉ	渣	(基本形gloss無)
felt	毡	［他］フェルト状にする
fig	无花果	{Ｂ}【果】イチジク
fluid	流体	流体の;流動性のある
fontan	喷泉	{Ｂ}噴水;噴水装置
formik	蚁	アリの;《転》（アリのように）勤勉な
fotel	扶椅	{Ｂ}肘掛け椅子,=brakseg^o
frak	燕尾	{Ｂ}【服】燕尾服（えんびふく）
funel	漏斗	{Ｂ}じょうご,ろうと（漏斗）;漏斗形のもの
furaĝ	饲	(基本形gloss無)
gal	胆	胆汁の;胆汁質の;ひどく苦い
galoŝ	套鞋	(基本形gloss無)
gelaten	明胶	{Ｂ}【化】ゼラチン
ĝendarm	宪兵	(基本形gloss無)
ĝib	凸	(基本形gloss無)
girland	花环	［他］花飾りで飾る,花飾りに編む
grinc	轧	{Ｂ}［自］きしむ
grip	流感	{Ｂ}【病】インフルエンザ
gudr	焦油	［他］タールを塗る
hangar	棚库	{Ｂ}【空】格納庫;納屋,上屋,倉庫
heĝ	篱	(基本形gloss無)
hektar	公顷	{Ｂ}【単】ヘクタール,=cent aroj
insid	陷	落とし穴の,わなのある,狡猾（こうかつ）な
instanc	当局	{Ｂ}裁決機関,当局,官公庁;【法】審級
interpelaci	质询	{Ｂ}［他］【政】（議会で大臣に）質問する,説明を求める
invalid	残疾	{Ｂ}廃疾者,（傷病による）就労不能者
jug	束缚	［他］くびきにつける;束縛する;隷属させる
jung	套	{Ｂ}［他］（すき・そり・馬車などに）つなぐ;《転》縛りつける
kahel	瓷砖	［他］タイルを張る
kajut	舱	{Ｂ}【海】船室,キャビン;【空】（航空機の）機室,キャビン;（宇宙船の）乗員室
kakt	仙人掌	{Ｂ}【植】サボテン（科）
kal	茧	たこのできた,ごつごつした
kamel	驼	{Ｂ}【動】ラクダ（属）
kankr	虾	後ずさりして
karnaval	狂欢	{Ｂ}カーニバル,謝肉祭
karp	鲤	{Ｂ}【魚】コイ（鯉）
klinik	诊	【医】臨床の
kokos	椰	{Ｂ}【果】ヤシの実,ココナッツ;【植】=kokosarbo
kolonel	上校	{Ｂ}【軍】（陸軍・空軍の）大佐;連隊長,>>veselkapitano
komisar	专员	{Ｂ}【政】委員;役員,幹事;【史】（旧ソ連の）人民委員
konkord	和合	和合した,一致した
konsul	领事	{Ｂ}領事;【史】（ローマの）執政官
kontest	异议	{Ｂ}［他］異議を唱える
konval	铃兰	{Ｂ}【植】スズラン（属）（鈴蘭）,>>majfloro
kurent	电流	{Ｂ}【電】電流
laboratori	实验室	{Ｂ}研究室,実験室;研究所,試験所
lacert	壁虎	{Ｂ}【動】トカゲ（類）;【動】コモチカナヘビ（属）
lak	漆	［他］ラッカーを塗る,漆（うるし）を塗る
lantern	灯笼	{Ｂ}角灯,ランタン,カンテラ,ちょうちん;【建】（明かり採りの）頂塔;（灯台頂部の）灯火室
larv	幼虫	{Ｂ}【虫】幼虫;【動】幼生,>>imagino
latitud	纬	{Ｂ}【地理】緯度,>>longitudo
latun	黄铜	真ちゅうの
lesiv	碱	［他］灰汁（あく）で洗う;（床や壁を）洗剤で洗う
leŭtenant	尉	(基本形gloss無)
likv	液	液体の,液状の
limak	蜗牛	ナメクジの;《転》のろのろした
lin	亚麻	{Ｂ}【植】アマ（属）（亜麻）
lokomotiv	机车	{Ｂ}【鉄】機関車
longitud	经度	{Ｂ}【地理】経度,>>latitudo
lotus	莲	{Ｂ}【植】ハス（蓮）,スイレン（睡蓮）;【建】ロータス模様,睡蓮（すいれん）模様;【植】ミヤコグサ（属）（都草）;【神】=
lubrik	润滑	{Ｂ}［他］（機械に）油をさす,注油する
majest	庄严	{Ｂ}威厳のある,堂々とした
maleol	脚腕	{Ｂ}【解】くるぶし（踝）;=piedartiko（足首）
malv	葵	薄紫色の,ふじ色の
marmelad	果酱	{Ｂ}【料】マーマレード,ジャム（果肉を煮つぶしたもの）,>>konfitaj^o
metalurgi	冶金	{Ｂ}冶金（やきん）業,冶金術;冶金学
muĝ	吼	(基本形gloss無)
muzel	口鼻	{Ｂ}（動物の）鼻づら
najtingal	夜莺	{Ｂ}【鳥】ナイチンゲール,サヨナキドリ（小夜鳴鳥）
nervoz	躁	{Ｂ}神経質な,神経の細い,いらだった
nuk	项	{Ｂ}【解】うなじ,首筋,襟首（えりくび）
oficir	军官	{Ｂ}【軍】士官,将校
oper	歌剧	オペラの
orator	演说	弁論の,雄弁な
oval	椭圆	{Ｏ}卵形線の;卵形の,=ovoforma
pav	孔雀	［自］（クジャクが）尾羽を広げる;《転》気取って歩く
pekl	盐浸	{Ｂ}［他］【料】塩漬けにする
pice	云杉	{Ｂ}【植】トウヒ（唐檜）（属）
pig	鹊	カササギの;《転》白黒まだらの
pilot	领航	［他］【空】操縦する;【海】水先案内する
pland	足底	{Ｂ}足の裏;=plandumo（靴底）
platan	悬铃木	{Ｂ}【植】プラタナス,スズカケノキ（篠懸の木）（属）
plonĝ	潜	(基本形gloss無)
plural	复数	{Ｂ}【Ｇ】複数,=plurnombro,>>singularo
porcelan	瓷	磁器の
profet	先知	預言の
prolet	无产	プロレタリアの
proletari	无产	{Ｂ}=proleto（プロレタリア）
provok	挑	挑発の;挑発する
prun	李	{Ｂ}【果】西洋すもも,すもも（李）,プラム
punt	花边	レースの,レースのついた
pupil	瞳	{Ｂ}【解】瞳孔,ひとみ;《転》大切なかわいいもの
pus	脓	うみの;化膿した,うんだ
radiator	散热	{Ｂ}【機】ラジエーター,放熱器（暖房装置や自動車エンジンの冷却器）
raŭk	沙哑	(基本形gloss無)
raŭp	毛虫	(基本形gloss無)
reakci	反应	反動的な;反動の,反応の
reflekt	反射	【理】反射の
rib	醋栗	{Ｂ}【植】スグリ（酸塊）（属）;《般》スグリの実（特にフサスグリの類を指す）,>>groso
ros	露	［自］（無主語）露がおりる
rust	锈	［自］さびている;さびる
ŝakal	胡狼	(基本形gloss無)
sark	耘	{Ｂ}［他］（土地を）除草する,（雑草を）取り除く
satir	讽刺	風刺的な,風刺のきいた
sciur	松鼠	{Ｂ}【動】リス（栗鼠）（科の総称）
sekal	黑麦	{Ｂ}【植】ライムギ（属）;ライ麦（穀物）
senat	上院	上院の;参議院の
sin	怀	{Ｂ}胸部;懐（ふところ）;胎内;《転》内奥;《転》胸の内
skorpi	蝎	{Ｂ}【動】サソリ（蠍）（目の総称）;【聖】さそり鞭（むち）
sled	雪车	［自］そりで行く
sorg	高粱	{Ｂ}【植】モロコシ（蜀黍）（属）;《般》コウリャン（高粱）
spektakl	戏	{Ｂ}見世物,興行,ショー;見もの,スペクタクル
ŝpin	纺	(基本形gloss無)
spinac	菠菜	{Ｂ}【植】ホウレンソウ（菠薐草）（属）
spong	海绵	［他］スポンジでふく
stadion	赛场	{Ｂ}スタジアム,競技場
stamen	雄蕊	{Ｂ}【植】おしべ,雄蕊（ゆうずい）,>>pistilo
start	起	{Ｂ}［自］【運】スタートする;【機】始動する,=ekfunkcii
sterk	粪	［他］肥料を施す
ŝtip	圆木	(基本形gloss無)
strig	猫头鹰	{Ｂ}【鳥】フクロウ（梟）（の類）
strut	鸵鸟	ダチョウの;《転》危険を直視しない
subtil	精细	{Ｂ}微細な;微妙な,とらえ難い;（感覚の）鋭敏な,繊細な
susur	沙响	{Ｂ}［自］さらさら鳴る,かさかさ音を立てる
svat	媒	{Ｂ}［他］（職業的に）結婚を仲介する,仲人する
tapet	壁纸	［他］壁紙・壁布を張る
tegol	瓦	［他］屋根がわらでふく
torent	激流	急流の,急流のような;《転》激しい,ほとばしる
tragik	悲剧	{Ｂ}悲惨な,悲劇的な,=tragedia
traktat	条约	{Ｂ}【政】条約;=>traktaj^o（論文）
tram	电车	{Ｂ}路面電車,市街電車（車両）,=tramveturilo;《古》=tramrelo（路面電車レール）
trumpet	小号	［自］らっぱを吹く,トランペットを吹く;=distrumpeti
tuf	丛	{Ｂ}（草・毛などの）束,房
vaks	蜡	ろう製の,ろうのような
velur	绒	ビロードの,ビロードのような
veruk	瘤	{Ｂ}【医】いぼ;【植】こぶ,小隆起
vezik	囊	{Ｂ}泡（あわ）,気泡,=aerveziko;【解】嚢胞;《転》（漫画の）吹き出し
viadukt	旱桥	{Ｂ}（谷などに渡された）陸橋,高架橋,=valponto
vind	裹	［他］（細長い）布で巻く,おむつでくるむ,包帯を巻く
vulkan	火山	火山の,火成の;《転》（気性などが）激しい
vultur	秃鹰	{Ｂ}【鳥】コンドル（種）,=kondoro;《般》ハゲタカ（禿鷹）（ハゲワシ類、コンドル類の通称）;《転》強欲な人
bibli	经	(基本形gloss無)
asfalt	沥青	［他］アスファルトで舗装する
kart	卡	{Ｂ}カード,（紙の）札;はがき;地図;（トランプの）札;【電】基板
